DATE_REPORTED,WEAPONS,SNA_NEIGHBORHOOD
05/24/2020 03:30:00 AM,U - UNKNOWN,NORTH FAIRMOUNT
05/24/2020 03:30:00 AM,U - UNKNOWN,NORTH FAIRMOUNT
05/24/2020 03:57:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",CUF
05/24/2020 05:23:57 AM,99 - NONE,RIVERSIDE
05/24/2020 05:28:00 AM,12 - HANDGUN,AVONDALE
05/24/2020 06:40:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",N/A
05/24/2020 07:20:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WEST END
05/24/2020 07:20:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WEST END
05/24/2020 07:39:00 AM,99 - NONE,KENNEDY HEIGHTS
05/24/2020 07:53:26 AM,99 - NONE,KENNEDY HEIGHTS
05/24/2020 09:17:16 AM,99 - NONE,HARTWELL
05/24/2020 10:00:00 AM,99 - NONE,KENNEDY HEIGHTS
05/24/2020 10:01:54 AM,99 - NONE,WEST PRICE HILL
05/24/2020 10:18:00 AM,12 - HANDGUN,WEST PRICE HILL
05/24/2020 11:04:23 AM,99 - NONE,MT. WASHINGTON
05/24/2020 11:16:28 AM,99 - NONE,KENNEDY HEIGHTS
05/24/2020 12:26:00 PM,99 - NONE,KENNEDY HEIGHTS
05/24/2020 12:48:00 PM,99 - NONE,N/A
05/24/2020 01:58:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",DOWNTOWN
05/24/2020 02:00:00 PM,99 - NONE,WEST END
05/24/2020 02:30:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",OAKLEY
05/24/2020 03:20:03 PM,99 - NONE,MILLVALE
05/24/2020 03:24:31 PM,99 - NONE,MT. AIRY
05/24/2020 04:13:00 PM,99 - NONE,EAST PRICE HILL
05/24/2020 04:17:00 PM,99 - NONE,MADISONVILLE
05/24/2020 04:17:00 PM,99 - NONE,MADISONVILLE
05/24/2020 04:17:00 PM,99 - NONE,MADISONVILLE
05/24/2020 04:17:00 PM,99 - NONE,MADISONVILLE
05/24/2020 04:23:54 PM,12 - HANDGUN,COLLEGE HILL
05/24/2020 04:23:54 PM,12 - HANDGUN,COLLEGE HILL
05/24/2020 04:23:54 PM,12 - HANDGUN,COLLEGE HILL
05/24/2020 04:36:00 PM,99 - NONE,N/A
05/24/2020 04:39:00 PM,99 - NONE,HYDE PARK
05/24/2020 04:40:00 PM,99 - NONE,WALNUT HILLS
05/24/2020 04:42:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",AVONDALE
05/24/2020 04:42:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",AVONDALE
05/24/2020 04:55:09 PM,U - UNKNOWN,WEST END
05/24/2020 05:06:00 PM,12 - HANDGUN,EAST PRICE HILL
05/24/2020 05:06:00 PM,12 - HANDGUN,EAST PRICE HILL
05/24/2020 05:15:00 PM,99 - NONE,WESTWOOD
05/24/2020 05:58:00 PM,99 - NONE,WALNUT HILLS
05/24/2020 06:09:00 PM,99 - NONE,EAST PRICE HILL
05/24/2020 06:13:00 PM,99 - NONE,EAST PRICE HILL
05/24/2020 06:13:00 PM,99 - NONE,EAST PRICE HILL
05/24/2020 06:23:00 PM,99 - NONE,EAST PRICE HILL
05/24/2020 06:27:00 PM,99 - NONE,CLIFTON
05/24/2020 07:13:21 PM,99 - NONE,WESTWOOD
05/24/2020 07:38:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
05/24/2020 07:46:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",OVER-THE-RHINE
05/24/2020 07:50:00 PM,99 - NONE,CORRYVILLE
05/24/2020 07:57:00 PM,99 - NONE,MT. AIRY
05/24/2020 08:06:00 PM,99 - NONE,MT. WASHINGTON
05/24/2020 09:00:00 PM,99 - NONE,MT. AIRY
05/24/2020 09:11:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",N/A
05/24/2020 09:30:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",ROSELAWN
05/24/2020 09:30:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",ROSELAWN
05/24/2020 09:52:00 PM,"30 - BLUNT OBJECT (CLUB, HAMMER, ETC.)",SOUTH FAIRMOUNT
05/24/2020 09:52:00 PM,99 - NONE,SOUTH FAIRMOUNT
05/24/2020 11:52:00 PM,99 - NONE,MILLVALE
05/25/2020 12:20:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",QUEENSGATE
05/25/2020 01:15:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",CLIFTON
05/25/2020 01:59:00 AM,99 - NONE,WEST END
05/25/2020 04:13:46 AM,99 - NONE,HARTWELL
05/25/2020 04:48:00 AM,12A - AUTOMATIC HANDGUN,WEST END
05/25/2020 04:48:00 AM,12A - AUTOMATIC HANDGUN,WEST END
05/25/2020 05:00:00 AM,12 - HANDGUN,OVER-THE-RHINE
05/25/2020 06:24:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",EAST PRICE HILL
05/25/2020 07:30:00 AM,99 - NONE,WEST PRICE HILL
05/25/2020 08:15:47 AM,99 - NONE,MT. AUBURN
05/25/2020 08:24:00 AM,99 - NONE,KENNEDY HEIGHTS
05/25/2020 08:30:00 AM,99 - NONE,OVER-THE-RHINE
05/25/2020 08:45:00 AM,99 - NONE,MT. AIRY
05/25/2020 09:00:00 AM,99 - NONE,KENNEDY HEIGHTS
05/25/2020 10:02:00 AM,U - UNKNOWN,MILLVALE
05/25/2020 10:40:00 AM,99 - NONE,BOND HILL
05/25/2020 10:59:10 AM,99 - NONE,CUF
05/25/2020 11:00:00 AM,99 - NONE,SOUTH FAIRMOUNT
05/25/2020 11:42:00 AM,99 - NONE,NORTH FAIRMOUNT
05/25/2020 11:42:00 AM,99 - NONE,NORTH FAIRMOUNT
05/25/2020 11:45:00 AM,U - UNKNOWN,WESTWOOD
05/25/2020 12:16:00 PM,99 - NONE,WEST PRICE HILL
05/25/2020 12:16:00 PM,99 - NONE,WEST PRICE HILL
05/25/2020 12:25:00 PM,99 - NONE,NORTH FAIRMOUNT
05/25/2020 12:38:00 PM,99 - NONE,OAKLEY
05/25/2020 12:38:00 PM,99 - NONE,OAKLEY
05/25/2020 12:38:00 PM,99 - NONE,OAKLEY
05/25/2020 12:40:00 PM,99 - NONE,HARTWELL
05/25/2020 12:44:00 PM,U - UNKNOWN,MT. WASHINGTON
05/25/2020 12:44:00 PM,U - UNKNOWN,MT. WASHINGTON
05/25/2020 12:45:00 PM,99 - NONE,MT. AIRY
05/25/2020 01:00:00 PM,99 - NONE,WESTWOOD
05/25/2020 01:00:00 PM,99 - NONE,WESTWOOD
05/25/2020 01:09:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",SOUTH FAIRMOUNT
05/25/2020 01:09:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",SOUTH FAIRMOUNT
05/25/2020 01:20:00 PM,99 - NONE,DOWNTOWN
05/25/2020 01:33:28 PM,99 - NONE,MADISONVILLE
05/25/2020 01:44:00 PM,99 - NONE,EAST PRICE HILL
05/25/2020 01:44:00 PM,99 - NONE,EAST PRICE HILL
05/25/2020 01:47:00 PM,12 - HANDGUN,EAST PRICE HILL
05/25/2020 01:47:00 PM,12 - HANDGUN,EAST PRICE HILL
05/25/2020 01:47:00 PM,12 - HANDGUN,EAST PRICE HILL
05/25/2020 02:30:00 PM,80 - OTHER WEAPON,QUEENSGATE
05/25/2020 02:45:00 PM,99 - NONE,WESTWOOD
05/25/2020 02:45:00 PM,99 - NONE,WESTWOOD
05/25/2020 02:55:00 PM,99 - NONE,N/A
05/25/2020 02:55:00 PM,99 - NONE,N/A
05/25/2020 02:55:00 PM,99 - NONE,N/A
05/25/2020 03:23:00 PM,99 - NONE,WESTWOOD
05/25/2020 03:35:00 PM,99 - NONE,N/A
05/25/2020 03:35:00 PM,99 - NONE,N/A
05/25/2020 03:45:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",EAST PRICE HILL
05/25/2020 03:45:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",EAST PRICE HILL
05/25/2020 03:55:00 PM,99 - NONE,WEST END
05/25/2020 04:14:00 PM,18 - BB AND PELLET GUNS,WEST END
05/25/2020 04:19:02 PM,99 - NONE,WESTWOOD
05/25/2020 05:35:00 PM,"20 - KNIFE/CUTTING INSTRUMENT (ICEPICK, AX, ETC.)",WESTWOOD
05/25/2020 05:35:00 PM,"20 - KNIFE/CUTTING INSTRUMENT (ICEPICK, AX, ETC.)",WESTWOOD
05/25/2020 06:10:00 PM,99 - NONE,AVONDALE
05/25/2020 06:15:00 PM,U - UNKNOWN,MILLVALE
05/25/2020 07:16:11 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",CLIFTON
05/25/2020 07:35:00 PM,99 - NONE,ROSELAWN
05/25/2020 07:40:00 PM,12 - HANDGUN,WINTON HILLS
05/25/2020 07:40:00 PM,99 - NONE,WINTON HILLS
05/25/2020 07:52:37 PM,99 - NONE,WESTWOOD
05/25/2020 07:53:35 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
05/25/2020 08:23:00 PM,99 - NONE,OAKLEY
05/25/2020 08:56:17 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
05/25/2020 09:14:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
05/25/2020 09:29:00 PM,"20 - KNIFE/CUTTING INSTRUMENT (ICEPICK, AX, ETC.)",N/A
05/25/2020 09:30:00 PM,12 - HANDGUN,N/A
05/25/2020 09:30:00 PM,80 - OTHER WEAPON,N/A
05/25/2020 09:45:00 PM,99 - NONE,WESTWOOD
05/25/2020 09:45:00 PM,"20 - KNIFE/CUTTING INSTRUMENT (ICEPICK, AX, ETC.)",WESTWOOD
05/25/2020 10:01:00 PM,11 - FIREARM (TYPE NOT STATED),WEST END
05/25/2020 10:01:00 PM,11 - FIREARM (TYPE NOT STATED),WEST END
05/25/2020 10:01:00 PM,11 - FIREARM (TYPE NOT STATED),WEST END
05/25/2020 10:01:00 PM,11 - FIREARM (TYPE NOT STATED),WEST END
05/25/2020 10:01:00 PM,11 - FIREARM (TYPE NOT STATED),WEST END
05/25/2020 10:01:00 PM,11 - FIREARM (TYPE NOT STATED),WEST END
05/25/2020 10:01:00 PM,11 - FIREARM (TYPE NOT STATED),WEST END
05/25/2020 10:01:00 PM,11 - FIREARM (TYPE NOT STATED),WEST END
05/25/2020 10:09:00 PM,99 - NONE,WALNUT HILLS
05/25/2020 10:15:00 PM,80 - OTHER WEAPON,WALNUT HILLS
05/25/2020 10:16:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
05/25/2020 11:31:00 PM,99 - NONE,MT. AIRY
05/25/2020 11:31:00 PM,99 - NONE,MT. AIRY
05/25/2020 11:48:00 PM,"20 - KNIFE/CUTTING INSTRUMENT (ICEPICK, AX, ETC.)",WEST END
05/26/2020 12:20:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",EAST PRICE HILL
05/26/2020 12:50:00 AM,80 - OTHER WEAPON,MILLVALE
05/26/2020 12:50:00 AM,80 - OTHER WEAPON,MILLVALE
05/26/2020 03:28:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
05/26/2020 03:28:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
05/26/2020 04:31:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WINTON HILLS
05/26/2020 05:15:00 AM,99 - NONE,WEST PRICE HILL
05/26/2020 06:10:43 AM,"20 - KNIFE/CUTTING INSTRUMENT (ICEPICK, AX, ETC.)",EAST PRICE HILL
05/26/2020 06:53:00 AM,99 - NONE,EAST WALNUT HILLS
05/26/2020 07:00:00 AM,99 - NONE,CALIFORNIA
05/26/2020 07:45:00 AM,99 - NONE,EAST PRICE HILL
05/26/2020 08:12:00 AM,99 - NONE,EAST PRICE HILL
05/26/2020 08:42:22 AM,99 - NONE,AVONDALE
05/26/2020 08:42:22 AM,99 - NONE,AVONDALE
05/26/2020 08:42:22 AM,99 - NONE,AVONDALE
05/26/2020 08:45:00 AM,U - UNKNOWN,WEST END
05/26/2020 08:45:48 AM,99 - NONE,CORRYVILLE
05/26/2020 08:48:08 AM,99 - NONE,WINTON HILLS
05/26/2020 08:52:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",RIVERSIDE
05/26/2020 08:56:22 AM,99 - NONE,PLEASANT RIDGE
05/26/2020 09:03:47 AM,99 - NONE,WALNUT HILLS
05/26/2020 09:12:00 AM,99 - NONE,WESTWOOD
05/26/2020 09:32:00 AM,99 - NONE,AVONDALE
05/26/2020 09:40:00 AM,99 - NONE,EAST PRICE HILL
05/26/2020 10:00:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",KENNEDY HEIGHTS
05/26/2020 10:00:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",KENNEDY HEIGHTS
05/26/2020 10:08:00 AM,99 - NONE,KENNEDY HEIGHTS
05/26/2020 10:29:15 AM,99 - NONE,COLLEGE HILL
05/26/2020 10:39:54 AM,99 - NONE,WESTWOOD
05/26/2020 11:20:00 AM,U - UNKNOWN,COLLEGE HILL
05/26/2020 11:26:00 AM,99 - NONE,WESTWOOD
05/26/2020 11:35:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
05/26/2020 12:07:00 PM,99 - NONE,SPRING GROVE VILLAGE
05/26/2020 12:10:00 PM,99 - NONE,N/A
05/26/2020 12:10:00 PM,99 - NONE,N/A
05/26/2020 12:17:00 PM,99 - NONE,OVER-THE-RHINE
05/26/2020 12:23:00 PM,99 - NONE,WESTWOOD
05/26/2020 12:38:01 PM,99 - NONE,OVER-THE-RHINE
05/26/2020 12:55:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WALNUT HILLS
05/26/2020 01:00:00 PM,U - UNKNOWN,WEST PRICE HILL
05/26/2020 01:01:55 PM,99 - NONE,COLLEGE HILL
05/26/2020 01:43:47 PM,99 - NONE,MT. AUBURN
05/26/2020 01:53:00 PM,"20 - KNIFE/CUTTING INSTRUMENT (ICEPICK, AX, ETC.)",CUF
05/26/2020 02:10:00 PM,99 - NONE,PLEASANT RIDGE
05/26/2020 02:10:00 PM,99 - NONE,WESTWOOD
05/26/2020 02:11:20 PM,99 - NONE,CLIFTON
05/26/2020 02:15:00 PM,99 - NONE,EVANSTON
05/26/2020 02:30:00 PM,"20 - KNIFE/CUTTING INSTRUMENT (ICEPICK, AX, ETC.)",HYDE PARK
05/26/2020 02:47:00 PM,99 - NONE,EVANSTON
05/26/2020 03:00:00 PM,11 - FIREARM (TYPE NOT STATED),VILLAGES AT ROLL HILL
05/26/2020 03:00:00 PM,11 - FIREARM (TYPE NOT STATED),VILLAGES AT ROLL HILL
05/26/2020 03:00:00 PM,11 - FIREARM (TYPE NOT STATED),VILLAGES AT ROLL HILL
05/26/2020 03:00:00 PM,U - UNKNOWN,VILLAGES AT ROLL HILL
05/26/2020 03:00:00 PM,11 - FIREARM (TYPE NOT STATED),VILLAGES AT ROLL HILL
05/26/2020 03:20:00 PM,99 - NONE,WALNUT HILLS
05/26/2020 03:54:00 PM,99 - NONE,WALNUT HILLS
05/26/2020 04:27:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WINTON HILLS
05/26/2020 05:17:00 PM,99 - NONE,WESTWOOD
05/26/2020 06:22:05 PM,99 - NONE,OVER-THE-RHINE
05/26/2020 06:25:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WEST PRICE HILL
05/26/2020 06:30:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",LINWOOD
05/26/2020 06:30:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",LINWOOD
05/26/2020 06:59:00 PM,99 - NONE,SOUTH FAIRMOUNT
05/26/2020 06:59:00 PM,99 - NONE,SOUTH FAIRMOUNT
05/26/2020 06:59:00 PM,99 - NONE,N/A
05/26/2020 07:05:00 PM,99 - NONE,MT. AIRY
05/26/2020 07:32:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",MT. WASHINGTON
05/26/2020 07:39:00 PM,99 - NONE,LOWER PRICE HILL
05/26/2020 07:39:00 PM,99 - NONE,LOWER PRICE HILL
05/26/2020 08:18:00 PM,U - UNKNOWN,ENGLISH WOODS
05/26/2020 08:30:00 PM,99 - NONE,OAKLEY
05/26/2020 08:55:00 PM,99 - NONE,MT. AIRY
05/26/2020 09:08:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",CUF
05/26/2020 09:20:00 PM,99 - NONE,HYDE PARK
05/26/2020 09:36:00 PM,"30 - BLUNT OBJECT (CLUB, HAMMER, ETC.)",SOUTH FAIRMOUNT
05/26/2020 09:36:00 PM,"30 - BLUNT OBJECT (CLUB, HAMMER, ETC.)",SOUTH FAIRMOUNT
05/26/2020 09:36:57 PM,99 - NONE,WALNUT HILLS
05/26/2020 09:40:00 PM,99 - NONE,CAMP WASHINGTON
05/26/2020 09:40:00 PM,99 - NONE,BOND HILL
05/26/2020 09:53:00 PM,12 - HANDGUN,SAYLER PARK
05/26/2020 09:53:00 PM,12 - HANDGUN,SAYLER PARK
05/26/2020 09:53:00 PM,12 - HANDGUN,SAYLER PARK
05/26/2020 10:00:00 PM,99 - NONE,N/A
05/26/2020 10:28:00 PM,12 - HANDGUN,BOND HILL
05/26/2020 10:43:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",OVER-THE-RHINE
05/26/2020 10:51:00 PM,11 - FIREARM (TYPE NOT STATED),DOWNTOWN
05/26/2020 10:51:00 PM,11 - FIREARM (TYPE NOT STATED),DOWNTOWN
05/26/2020 11:14:00 PM,35 - MOTOR VEHICLE (WHEN USED AS WEAPON),WEST END
05/26/2020 11:28:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",ENGLISH WOODS
05/26/2020 11:37:00 PM,"30 - BLUNT OBJECT (CLUB, HAMMER, ETC.)",N/A
05/26/2020 11:47:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",MT. WASHINGTON
05/27/2020 12:00:00 AM,"20 - KNIFE/CUTTING INSTRUMENT (ICEPICK, AX, ETC.)",MILLVALE
05/27/2020 12:04:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",MT. AIRY
05/27/2020 12:55:00 AM,80 - OTHER WEAPON,EAST PRICE HILL
05/27/2020 01:35:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",EAST PRICE HILL
05/27/2020 02:05:00 AM,99 - NONE,WEST PRICE HILL
05/27/2020 02:20:00 AM,99 - NONE,WEST END
05/27/2020 02:45:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",EAST END
05/27/2020 03:03:00 AM,99 - NONE,OVER-THE-RHINE
05/27/2020 03:03:00 AM,99 - NONE,OVER-THE-RHINE
05/27/2020 03:37:30 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",N/A
05/27/2020 06:30:00 AM,U - UNKNOWN,MT. AIRY
05/27/2020 07:31:00 AM,99 - NONE,N/A
05/27/2020 07:31:00 AM,99 - NONE,N/A
05/27/2020 07:31:00 AM,99 - NONE,N/A
05/27/2020 07:35:00 AM,99 - NONE,MT. AIRY
05/27/2020 07:54:00 AM,99 - NONE,N/A
05/27/2020 07:54:00 AM,99 - NONE,N/A
05/27/2020 07:59:00 AM,99 - NONE,CUF
05/27/2020 08:10:00 AM,99 - NONE,MILLVALE
05/27/2020 08:10:05 AM,99 - NONE,COLLEGE HILL
05/27/2020 08:15:24 AM,99 - NONE,OVER-THE-RHINE
05/27/2020 08:25:00 AM,99 - NONE,MADISONVILLE
05/27/2020 08:30:00 AM,99 - NONE,N/A
05/27/2020 08:34:00 AM,99 - NONE,N/A
05/27/2020 08:44:00 AM,99 - NONE,WESTWOOD
05/27/2020 09:04:41 AM,99 - NONE,PENDLETON
05/27/2020 09:10:00 AM,99 - NONE,MADISONVILLE
05/27/2020 09:25:00 AM,"30 - BLUNT OBJECT (CLUB, HAMMER, ETC.)",OVER-THE-RHINE
05/27/2020 09:30:00 AM,U - UNKNOWN,EAST PRICE HILL
05/27/2020 09:30:00 AM,U - UNKNOWN,EAST PRICE HILL
05/27/2020 09:30:00 AM,12 - HANDGUN,WESTWOOD
05/27/2020 09:33:55 AM,99 - NONE,EAST PRICE HILL
05/27/2020 10:00:00 AM,99 - NONE,EAST PRICE HILL
05/27/2020 10:40:00 AM,U - UNKNOWN,N/A
05/27/2020 10:45:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",DOWNTOWN
05/27/2020 11:00:00 AM,99 - NONE,WEST END
05/27/2020 11:16:13 AM,99 - NONE,EVANSTON
05/27/2020 11:31:00 AM,99 - NONE,CUF
05/27/2020 12:00:00 PM,99 - NONE,MADISONVILLE
05/27/2020 12:10:00 PM,99 - NONE,AVONDALE
05/27/2020 12:14:40 PM,U - UNKNOWN,EAST PRICE HILL
05/27/2020 12:21:00 PM,99 - NONE,CUF
05/27/2020 12:21:00 PM,80 - OTHER WEAPON,CUF
05/27/2020 12:21:00 PM,80 - OTHER WEAPON,CUF
05/27/2020 12:21:00 PM,99 - NONE,CUF
05/27/2020 12:30:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",LOWER PRICE HILL
05/27/2020 12:30:00 PM,99 - NONE,MT. AUBURN
05/27/2020 12:47:08 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",EAST PRICE HILL
05/27/2020 12:47:08 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",EAST PRICE HILL
05/27/2020 12:53:00 PM,99 - NONE,CUF
05/27/2020 12:53:00 PM,99 - NONE,CUF
05/27/2020 01:19:00 PM,99 - NONE,CLIFTON
05/27/2020 01:21:00 PM,99 - NONE,BOND HILL
05/27/2020 01:37:14 PM,99 - NONE,WESTWOOD
05/27/2020 01:37:14 PM,99 - NONE,WESTWOOD
05/27/2020 01:42:50 PM,99 - NONE,WINTON HILLS
05/27/2020 01:45:00 PM,99 - NONE,N/A
05/27/2020 01:45:00 PM,99 - NONE,N/A
05/27/2020 01:45:00 PM,99 - NONE,CUF
05/27/2020 01:46:00 PM,U - UNKNOWN,RIVERSIDE
05/27/2020 01:54:38 PM,99 - NONE,COLLEGE HILL
05/27/2020 01:54:38 PM,99 - NONE,COLLEGE HILL
05/27/2020 01:54:38 PM,99 - NONE,COLLEGE HILL
05/27/2020 01:55:00 PM,"30 - BLUNT OBJECT (CLUB, HAMMER, ETC.)",EAST PRICE HILL
05/27/2020 01:55:00 PM,"30 - BLUNT OBJECT (CLUB, HAMMER, ETC.)",EAST PRICE HILL
05/27/2020 01:55:00 PM,U - UNKNOWN,MADISONVILLE
05/27/2020 01:55:00 PM,U - UNKNOWN,MADISONVILLE
05/27/2020 02:20:30 PM,99 - NONE,MT. WASHINGTON
05/27/2020 03:09:00 PM,99 - NONE,WEST PRICE HILL
05/27/2020 03:09:00 PM,99 - NONE,WEST PRICE HILL
05/27/2020 03:09:00 PM,99 - NONE,WEST PRICE HILL
05/27/2020 03:31:00 PM,99 - NONE,N/A
05/27/2020 03:48:00 PM,99 - NONE,CUF
05/27/2020 04:01:00 PM,99 - NONE,WINTON HILLS
05/27/2020 04:37:56 PM,99 - NONE,MADISONVILLE
05/27/2020 04:59:00 PM,99 - NONE,MT. AUBURN
05/27/2020 05:14:00 PM,99 - NONE,QUEENSGATE
05/27/2020 05:18:00 PM,99 - NONE,OVER-THE-RHINE
05/27/2020 05:25:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",DOWNTOWN
05/27/2020 05:25:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",DOWNTOWN
05/27/2020 05:28:00 PM,99 - NONE,NORTHSIDE
05/27/2020 05:47:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",SOUTH FAIRMOUNT
05/27/2020 06:08:25 PM,99 - NONE,WESTWOOD
05/27/2020 06:41:21 PM,99 - NONE,WESTWOOD
05/27/2020 06:56:40 PM,99 - NONE,NORTH AVONDALE - PADDOCK HILLS
05/27/2020 07:29:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",EAST PRICE HILL
05/27/2020 08:47:00 PM,99 - NONE,WINTON HILLS
05/27/2020 08:53:00 PM,99 - NONE,MT. AIRY
05/27/2020 09:09:00 PM,99 - NONE,AVONDALE
05/27/2020 09:09:00 PM,99 - NONE,AVONDALE
05/27/2020 09:09:00 PM,99 - NONE,AVONDALE
05/27/2020 09:28:48 PM,12 - HANDGUN,DOWNTOWN
05/27/2020 10:31:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",CUF
05/27/2020 10:36:00 PM,99 - NONE,WESTWOOD
05/27/2020 10:38:55 PM,99 - NONE,CAMP WASHINGTON
05/27/2020 10:40:00 PM,99 - NONE,CUF
05/27/2020 10:45:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WEST END
05/27/2020 10:57:00 PM,11 - FIREARM (TYPE NOT STATED),WINTON HILLS
05/27/2020 11:11:00 PM,11 - FIREARM (TYPE NOT STATED),WEST END
05/27/2020 11:21:00 PM,15 - OTHER FIREARM,ROSELAWN
05/27/2020 11:38:33 PM,99 - NONE,EAST PRICE HILL
05/27/2020 11:55:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",COLLEGE HILL
05/28/2020 12:03:00 AM,99 - NONE,WEST PRICE HILL
05/28/2020 12:11:00 AM,99 - NONE,ROSELAWN
05/28/2020 12:40:00 AM,99 - NONE,WESTWOOD
05/28/2020 12:41:43 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",COLLEGE HILL
05/28/2020 01:30:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",EAST PRICE HILL
05/28/2020 01:35:00 AM,U - UNKNOWN,EAST WALNUT HILLS
05/28/2020 02:20:00 AM,12 - HANDGUN,WESTWOOD
05/28/2020 02:59:00 AM,"20 - KNIFE/CUTTING INSTRUMENT (ICEPICK, AX, ETC.)",RIVERSIDE
05/28/2020 02:59:00 AM,"20 - KNIFE/CUTTING INSTRUMENT (ICEPICK, AX, ETC.)",RIVERSIDE
05/28/2020 04:13:00 AM,12 - HANDGUN,WEST END
05/28/2020 04:13:00 AM,12 - HANDGUN,WEST END
05/28/2020 04:13:00 AM,12 - HANDGUN,WEST END
