DATE_REPORTED,WEAPONS,SNA_NEIGHBORHOOD
10/08/2021 09:51:17 AM,99 - NONE,WESTWOOD
10/08/2021 09:55:00 AM,U - UNKNOWN,WESTWOOD
10/08/2021 10:00:00 AM,U - UNKNOWN,KENNEDY HEIGHTS
10/08/2021 10:43:00 AM,99 - NONE,NORTHSIDE
10/08/2021 11:07:00 AM,U - UNKNOWN,MADISONVILLE
10/08/2021 11:45:00 AM,99 - NONE,N/A
10/08/2021 11:47:23 AM,11 - FIREARM (TYPE NOT STATED),WEST END
10/08/2021 12:43:00 PM,99 - NONE,WINTON HILLS
10/08/2021 12:55:00 PM,99 - NONE,WEST PRICE HILL
10/08/2021 01:00:00 PM,99 - NONE,WESTWOOD
10/08/2021 01:19:25 PM,99 - NONE,WESTWOOD
10/08/2021 01:50:53 PM,99 - NONE,WESTWOOD
10/08/2021 01:58:40 PM,99 - NONE,DOWNTOWN
10/08/2021 02:11:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",EVANSTON
10/08/2021 02:16:51 PM,99 - NONE,DOWNTOWN
10/08/2021 02:33:00 PM,99 - NONE,MT. AIRY
10/08/2021 02:38:54 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",HYDE PARK
10/08/2021 02:38:54 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",HYDE PARK
10/08/2021 03:00:00 PM,U - UNKNOWN,MT. AIRY
10/08/2021 03:15:00 PM,99 - NONE,MT. WASHINGTON
10/08/2021 03:33:00 PM,99 - NONE,N/A
10/08/2021 03:37:00 PM,99 - NONE,HYDE PARK
10/08/2021 03:38:00 PM,99 - NONE,WESTWOOD
10/08/2021 03:58:20 PM,U - UNKNOWN,AVONDALE
10/08/2021 04:00:00 PM,U - UNKNOWN,LINWOOD
10/08/2021 04:54:00 PM,99 - NONE,COLLEGE HILL
10/08/2021 05:02:00 PM,U - UNKNOWN,HARTWELL
10/08/2021 05:33:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",VILLAGES AT ROLL HILL
10/08/2021 05:42:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WINTON HILLS
10/08/2021 05:42:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WINTON HILLS
10/08/2021 05:42:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WINTON HILLS
10/08/2021 05:42:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WINTON HILLS
10/08/2021 05:42:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WINTON HILLS
10/08/2021 05:42:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WINTON HILLS
10/08/2021 06:05:00 PM,99 - NONE,WEST END
10/08/2021 06:07:00 PM,99 - NONE,WEST END
10/08/2021 06:22:00 PM,99 - NONE,WESTWOOD
10/08/2021 07:00:00 PM,99 - NONE,VILLAGES AT ROLL HILL
10/08/2021 07:32:00 PM,99 - NONE,N/A
10/08/2021 09:43:00 PM,99 - NONE,WEST PRICE HILL
10/08/2021 09:49:00 PM,12 - HANDGUN,ROSELAWN
10/08/2021 09:50:00 PM,99 - NONE,N/A
10/08/2021 10:01:36 PM,U - UNKNOWN,CORRYVILLE
10/08/2021 10:01:36 PM,U - UNKNOWN,CORRYVILLE
10/08/2021 10:01:36 PM,U - UNKNOWN,CORRYVILLE
10/08/2021 10:01:36 PM,U - UNKNOWN,CORRYVILLE
10/08/2021 10:01:36 PM,U - UNKNOWN,CORRYVILLE
10/08/2021 10:01:36 PM,U - UNKNOWN,CORRYVILLE
10/08/2021 10:39:00 PM,99 - NONE,DOWNTOWN
10/08/2021 10:39:00 PM,"30 - BLUNT OBJECT (CLUB, HAMMER, ETC.)",WEST PRICE HILL
10/08/2021 11:12:00 PM,"20 - KNIFE/CUTTING INSTRUMENT (ICEPICK, AX, ETC.)",WEST END
10/08/2021 11:24:00 PM,99 - NONE,NORTH AVONDALE - PADDOCK HILLS
10/08/2021 11:37:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",MT. AIRY
10/08/2021 11:59:00 PM,U - UNKNOWN,EAST PRICE HILL
10/09/2021 12:10:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",PLEASANT RIDGE
10/09/2021 12:40:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",N/A
10/09/2021 01:04:00 AM,12 - HANDGUN,AVONDALE
10/09/2021 01:21:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",MADISONVILLE
10/09/2021 01:40:00 AM,U - UNKNOWN,CARTHAGE
10/09/2021 01:50:00 AM,"20 - KNIFE/CUTTING INSTRUMENT (ICEPICK, AX, ETC.)",WALNUT HILLS
10/09/2021 02:10:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WEST END
10/09/2021 02:10:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WEST END
10/09/2021 02:10:00 AM,99 - NONE,WEST END
10/09/2021 02:10:00 AM,99 - NONE,WEST END
10/09/2021 02:18:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",DOWNTOWN
10/09/2021 05:03:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",OAKLEY
10/09/2021 08:09:00 AM,99 - NONE,WINTON HILLS
10/09/2021 09:55:00 AM,99 - NONE,WEST PRICE HILL
10/09/2021 10:10:00 AM,12 - HANDGUN,OVER-THE-RHINE
10/09/2021 10:15:00 AM,99 - NONE,WESTWOOD
10/09/2021 10:15:00 AM,99 - NONE,WESTWOOD
10/09/2021 11:00:00 AM,99 - NONE,KENNEDY HEIGHTS
10/09/2021 11:20:00 AM,99 - NONE,AVONDALE
10/09/2021 11:49:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",AVONDALE
10/09/2021 12:14:00 PM,99 - NONE,WESTWOOD
10/09/2021 12:32:00 PM,99 - NONE,N/A
10/09/2021 12:43:51 PM,U - UNKNOWN,WESTWOOD
10/09/2021 12:53:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WEST PRICE HILL
10/09/2021 01:22:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",CUF
10/09/2021 01:31:00 PM,U - UNKNOWN,ROSELAWN
10/09/2021 01:50:00 PM,11 - FIREARM (TYPE NOT STATED),SPRING GROVE VILLAGE
10/09/2021 01:50:00 PM,11 - FIREARM (TYPE NOT STATED),SPRING GROVE VILLAGE
10/09/2021 02:10:00 PM,99 - NONE,EAST PRICE HILL
10/09/2021 02:31:00 PM,99 - NONE,WESTWOOD
10/09/2021 02:39:00 PM,U - UNKNOWN,ROSELAWN
10/09/2021 03:26:00 PM,U - UNKNOWN,SOUTH FAIRMOUNT
10/09/2021 03:30:00 PM,99 - NONE,EAST PRICE HILL
10/09/2021 03:55:23 PM,99 - NONE,DOWNTOWN
10/09/2021 04:59:00 PM,99 - NONE,CAMP WASHINGTON
10/09/2021 05:00:00 PM,99 - NONE,AVONDALE
10/09/2021 05:27:00 PM,12 - HANDGUN,N/A
10/09/2021 05:27:00 PM,12 - HANDGUN,N/A
10/09/2021 05:30:00 PM,U - UNKNOWN,WESTWOOD
10/09/2021 05:54:40 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",PENDLETON
10/09/2021 06:08:14 PM,99 - NONE,N/A
10/09/2021 06:45:00 PM,99 - NONE,WESTWOOD
10/09/2021 07:19:00 PM,99 - NONE,WEST END
10/09/2021 07:23:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",N/A
10/09/2021 07:23:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",N/A
10/09/2021 07:23:56 PM,99 - NONE,CLIFTON
10/09/2021 07:45:00 PM,99 - NONE,DOWNTOWN
10/09/2021 08:11:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",EAST WALNUT HILLS
10/09/2021 08:11:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",EAST WALNUT HILLS
10/09/2021 08:21:00 PM,12 - HANDGUN,CORRYVILLE
10/09/2021 08:21:00 PM,12 - HANDGUN,CORRYVILLE
10/09/2021 08:32:38 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WEST PRICE HILL
10/09/2021 09:01:00 PM,12 - HANDGUN,WESTWOOD
10/09/2021 09:01:00 PM,11 - FIREARM (TYPE NOT STATED),WESTWOOD
10/09/2021 09:01:00 PM,12 - HANDGUN,WESTWOOD
10/09/2021 09:01:00 PM,12 - HANDGUN,WESTWOOD
10/09/2021 09:01:00 PM,12 - HANDGUN,WESTWOOD
10/09/2021 09:01:00 PM,12 - HANDGUN,WESTWOOD
10/09/2021 09:01:00 PM,12 - HANDGUN,WESTWOOD
10/09/2021 09:01:00 PM,11 - FIREARM (TYPE NOT STATED),WESTWOOD
10/09/2021 09:01:00 PM,11 - FIREARM (TYPE NOT STATED),WESTWOOD
10/09/2021 09:01:00 PM,11 - FIREARM (TYPE NOT STATED),WESTWOOD
10/09/2021 09:01:00 PM,11 - FIREARM (TYPE NOT STATED),WESTWOOD
10/09/2021 09:01:00 PM,11 - FIREARM (TYPE NOT STATED),WESTWOOD
10/09/2021 09:25:00 PM,12 - HANDGUN,N/A
10/09/2021 09:25:00 PM,12 - HANDGUN,N/A
10/09/2021 09:28:05 PM,99 - NONE,HARTWELL
10/09/2021 09:53:00 PM,99 - NONE,WINTON HILLS
10/09/2021 10:00:00 PM,99 - NONE,OVER-THE-RHINE
10/09/2021 10:23:00 PM,99 - NONE,OVER-THE-RHINE
10/09/2021 10:23:00 PM,99 - NONE,OVER-THE-RHINE
10/09/2021 10:23:00 PM,99 - NONE,OVER-THE-RHINE
10/09/2021 10:23:00 PM,99 - NONE,OVER-THE-RHINE
10/09/2021 10:23:00 PM,99 - NONE,OVER-THE-RHINE
10/09/2021 10:23:00 PM,99 - NONE,OVER-THE-RHINE
10/09/2021 10:23:00 PM,99 - NONE,OVER-THE-RHINE
10/09/2021 10:23:00 PM,99 - NONE,OVER-THE-RHINE
10/09/2021 10:23:00 PM,99 - NONE,OVER-THE-RHINE
10/09/2021 10:28:00 PM,99 - NONE,CUF
10/09/2021 10:30:00 PM,18 - BB AND PELLET GUNS,WINTON HILLS
10/09/2021 10:48:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WEST PRICE HILL
10/09/2021 10:51:00 PM,99 - NONE,WESTWOOD
10/09/2021 10:51:00 PM,99 - NONE,WESTWOOD
10/09/2021 10:51:00 PM,99 - NONE,WESTWOOD
10/09/2021 11:21:43 PM,99 - NONE,CUF
10/09/2021 11:57:00 PM,99 - NONE,SPRING GROVE VILLAGE
10/10/2021 12:07:00 AM,12 - HANDGUN,SOUTH FAIRMOUNT
10/10/2021 12:07:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",SOUTH FAIRMOUNT
10/10/2021 12:07:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",SOUTH FAIRMOUNT
10/10/2021 12:07:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",SOUTH FAIRMOUNT
10/10/2021 12:07:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",SOUTH FAIRMOUNT
10/10/2021 12:07:00 AM,12 - HANDGUN,SOUTH FAIRMOUNT
10/10/2021 12:07:00 AM,12 - HANDGUN,SOUTH FAIRMOUNT
10/10/2021 12:07:00 AM,12 - HANDGUN,SOUTH FAIRMOUNT
10/10/2021 12:50:00 AM,80 - OTHER WEAPON,CUF
10/10/2021 01:23:00 AM,99 - NONE,N/A
10/10/2021 01:23:00 AM,99 - NONE,N/A
10/10/2021 02:01:00 AM,U - UNKNOWN,WEST PRICE HILL
10/10/2021 02:24:59 AM,99 - NONE,WEST END
10/10/2021 02:45:00 AM,99 - NONE,AVONDALE
10/10/2021 03:25:00 AM,99 - NONE,WESTWOOD
10/10/2021 03:56:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WEST END
10/10/2021 03:56:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WEST END
10/10/2021 03:56:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WEST END
10/10/2021 03:56:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WEST END
10/10/2021 04:20:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WEST PRICE HILL
10/10/2021 04:26:00 AM,99 - NONE,EAST PRICE HILL
10/10/2021 04:26:00 AM,99 - NONE,EAST PRICE HILL
10/10/2021 04:26:00 AM,99 - NONE,EAST PRICE HILL
10/10/2021 05:18:00 AM,99 - NONE,N/A
10/10/2021 06:00:00 AM,99 - NONE,OAKLEY
10/10/2021 06:35:00 AM,80 - OTHER WEAPON,N/A
10/10/2021 06:46:00 AM,99 - NONE,WESTWOOD
10/10/2021 08:30:00 AM,11 - FIREARM (TYPE NOT STATED),MILLVALE
10/10/2021 08:53:00 AM,U - UNKNOWN,MT. AUBURN
10/10/2021 08:56:27 AM,99 - NONE,OVER-THE-RHINE
10/10/2021 09:40:11 AM,99 - NONE,AVONDALE
10/10/2021 10:01:00 AM,11 - FIREARM (TYPE NOT STATED),N/A
10/10/2021 10:30:00 AM,99 - NONE,OAKLEY
10/10/2021 11:04:00 AM,U - UNKNOWN,EAST PRICE HILL
10/10/2021 11:47:48 AM,U - UNKNOWN,NORTHSIDE
10/10/2021 11:47:48 AM,U - UNKNOWN,NORTHSIDE
10/10/2021 01:11:48 PM,99 - NONE,CLIFTON
10/10/2021 01:18:00 PM,99 - NONE,N/A
10/10/2021 01:44:51 PM,99 - NONE,CUF
10/10/2021 01:44:51 PM,99 - NONE,CUF
10/10/2021 01:46:00 PM,U - UNKNOWN,EAST WALNUT HILLS
10/10/2021 01:50:00 PM,99 - NONE,COLLEGE HILL
10/10/2021 01:58:00 PM,99 - NONE,CLIFTON
10/10/2021 02:10:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",DOWNTOWN
10/10/2021 02:19:00 PM,12 - HANDGUN,WESTWOOD
10/10/2021 02:48:00 PM,80 - OTHER WEAPON,AVONDALE
10/10/2021 02:49:00 PM,U - UNKNOWN,BOND HILL
10/10/2021 04:03:00 PM,12 - HANDGUN,EVANSTON
10/10/2021 04:03:00 PM,12 - HANDGUN,EVANSTON
10/10/2021 04:03:00 PM,12 - HANDGUN,EVANSTON
10/10/2021 04:03:00 PM,12 - HANDGUN,EVANSTON
10/10/2021 04:15:00 PM,99 - NONE,HARTWELL
10/10/2021 04:20:00 PM,80 - OTHER WEAPON,DOWNTOWN
10/10/2021 04:37:00 PM,U - UNKNOWN,EAST WESTWOOD
10/10/2021 04:37:00 PM,99 - NONE,WESTWOOD
10/10/2021 04:37:00 PM,99 - NONE,WESTWOOD
10/10/2021 04:40:00 PM,U - UNKNOWN,N/A
10/10/2021 05:05:00 PM,99 - NONE,CLIFTON
10/10/2021 05:10:00 PM,99 - NONE,OAKLEY
10/10/2021 05:51:18 PM,"30 - BLUNT OBJECT (CLUB, HAMMER, ETC.)",WESTWOOD
10/10/2021 05:52:00 PM,99 - NONE,CARTHAGE
10/10/2021 06:00:00 PM,99 - NONE,DOWNTOWN
10/10/2021 06:30:28 PM,99 - NONE,WEST END
10/10/2021 06:38:00 PM,U - UNKNOWN,VILLAGES AT ROLL HILL
10/10/2021 07:23:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",EAST PRICE HILL
10/10/2021 07:23:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",EAST PRICE HILL
10/10/2021 07:23:00 PM,99 - NONE,EAST PRICE HILL
10/10/2021 07:23:00 PM,99 - NONE,EAST PRICE HILL
10/10/2021 07:23:00 PM,U - UNKNOWN,ROSELAWN
10/10/2021 07:41:21 PM,U - UNKNOWN,NORTHSIDE
10/10/2021 08:00:00 PM,U - UNKNOWN,LINWOOD
10/10/2021 08:30:00 PM,99 - NONE,OVER-THE-RHINE
10/10/2021 08:38:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
10/10/2021 08:41:00 PM,99 - NONE,COLLEGE HILL
10/10/2021 08:53:00 PM,99 - NONE,AVONDALE
10/10/2021 09:00:00 PM,99 - NONE,EAST WESTWOOD
10/10/2021 09:00:00 PM,99 - NONE,EAST WESTWOOD
10/10/2021 09:18:35 PM,99 - NONE,MT. AUBURN
10/10/2021 09:40:00 PM,U - UNKNOWN,WEST PRICE HILL
10/10/2021 09:47:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",ROSELAWN
10/10/2021 09:48:00 PM,99 - NONE,WESTWOOD
10/10/2021 09:48:00 PM,14 - SHOTGUN,WESTWOOD
10/10/2021 11:00:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",SAYLER PARK
10/10/2021 11:18:00 PM,99 - NONE,WINTON HILLS
10/10/2021 11:45:59 PM,99 - NONE,BOND HILL
10/11/2021 12:00:00 AM,99 - NONE,HYDE PARK
10/11/2021 02:49:25 AM,U - UNKNOWN,OVER-THE-RHINE
10/11/2021 04:00:00 AM,U - UNKNOWN,CORRYVILLE
10/11/2021 04:18:26 AM,99 - NONE,OVER-THE-RHINE
10/11/2021 05:15:00 AM,99 - NONE,NORTHSIDE
10/11/2021 05:45:00 AM,99 - NONE,CARTHAGE
10/11/2021 06:48:00 AM,99 - NONE,OVER-THE-RHINE
10/11/2021 07:32:00 AM,U - UNKNOWN,NORTH AVONDALE - PADDOCK HILLS
10/11/2021 07:52:00 AM,U - UNKNOWN,WALNUT HILLS
10/11/2021 08:05:00 AM,U - UNKNOWN,BOND HILL
10/11/2021 08:14:52 AM,U - UNKNOWN,WALNUT HILLS
10/11/2021 08:40:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WEST PRICE HILL
10/11/2021 09:08:00 AM,99 - NONE,CAMP WASHINGTON
10/11/2021 09:09:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
10/11/2021 09:09:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
10/11/2021 09:09:00 AM,99 - NONE,N/A
10/11/2021 09:09:00 AM,99 - NONE,N/A
10/11/2021 09:09:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
10/11/2021 09:09:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
10/11/2021 09:09:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
10/11/2021 09:19:00 AM,99 - NONE,EAST PRICE HILL
10/11/2021 09:28:00 AM,99 - NONE,LINWOOD
10/11/2021 09:30:00 AM,99 - NONE,DOWNTOWN
10/11/2021 09:33:00 AM,U - UNKNOWN,AVONDALE
10/11/2021 09:33:00 AM,99 - NONE,AVONDALE
10/11/2021 09:56:00 AM,99 - NONE,COLLEGE HILL
10/11/2021 10:11:00 AM,U - UNKNOWN,N/A
10/11/2021 10:11:00 AM,U - UNKNOWN,N/A
10/11/2021 10:30:00 AM,U - UNKNOWN,WALNUT HILLS
10/11/2021 10:38:00 AM,U - UNKNOWN,BOND HILL
10/11/2021 10:41:00 AM,99 - NONE,CLIFTON
10/11/2021 10:46:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",CALIFORNIA
10/11/2021 11:06:00 AM,99 - NONE,OAKLEY
10/11/2021 11:10:00 AM,99 - NONE,PLEASANT RIDGE
10/11/2021 11:42:35 AM,99 - NONE,NORTH AVONDALE - PADDOCK HILLS
10/11/2021 11:45:00 AM,U - UNKNOWN,WEST PRICE HILL
10/11/2021 12:00:00 PM,99 - NONE,CUF
10/11/2021 12:15:00 PM,99 - NONE,MADISONVILLE
10/11/2021 12:19:19 PM,99 - NONE,WEST END
10/11/2021 12:30:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",OVER-THE-RHINE
10/11/2021 12:52:00 PM,U - UNKNOWN,N/A
10/11/2021 01:10:00 PM,99 - NONE,EAST PRICE HILL
10/11/2021 01:14:00 PM,12 - HANDGUN,EVANSTON
10/11/2021 01:14:00 PM,12 - HANDGUN,EVANSTON
10/11/2021 01:15:00 PM,99 - NONE,WEST END
10/11/2021 01:25:00 PM,80 - OTHER WEAPON,EAST PRICE HILL
10/11/2021 01:26:59 PM,99 - NONE,WALNUT HILLS
10/11/2021 01:28:00 PM,U - UNKNOWN,WALNUT HILLS
10/11/2021 01:32:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",N/A
10/11/2021 01:32:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",N/A
10/11/2021 02:01:30 PM,U - UNKNOWN,EAST WESTWOOD
10/11/2021 02:11:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",MT. WASHINGTON
10/11/2021 02:37:00 PM,99 - NONE,COLLEGE HILL
10/11/2021 02:37:00 PM,99 - NONE,COLLEGE HILL
10/11/2021 02:40:56 PM,99 - NONE,MADISONVILLE
10/11/2021 02:44:00 PM,99 - NONE,WALNUT HILLS
10/11/2021 02:45:00 PM,U - UNKNOWN,WESTWOOD
10/11/2021 03:43:00 PM,80 - OTHER WEAPON,EAST PRICE HILL
10/11/2021 03:58:00 PM,99 - NONE,NORTHSIDE
10/11/2021 04:00:00 PM,U - UNKNOWN,EVANSTON
10/11/2021 04:00:00 PM,U - UNKNOWN,EVANSTON
10/11/2021 04:09:06 PM,U - UNKNOWN,WESTWOOD
10/11/2021 04:11:32 PM,99 - NONE,QUEENSGATE
10/11/2021 04:30:00 PM,99 - NONE,BOND HILL
10/11/2021 04:30:00 PM,99 - NONE,BOND HILL
10/11/2021 04:55:00 PM,99 - NONE,N/A
10/11/2021 05:25:00 PM,99 - NONE,N/A
10/11/2021 05:26:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",PLEASANT RIDGE
10/11/2021 05:40:00 PM,99 - NONE,CUF
10/11/2021 05:51:00 PM,99 - NONE,WALNUT HILLS
10/11/2021 05:56:00 PM,99 - NONE,WESTWOOD
10/11/2021 06:09:25 PM,99 - NONE,WEST PRICE HILL
10/11/2021 06:14:00 PM,99 - NONE,WESTWOOD
10/11/2021 06:45:00 PM,99 - NONE,CORRYVILLE
10/11/2021 06:56:00 PM,99 - NONE,NORTH AVONDALE - PADDOCK HILLS
10/11/2021 06:56:00 PM,99 - NONE,NORTH AVONDALE - PADDOCK HILLS
10/11/2021 07:11:00 PM,12 - HANDGUN,MADISONVILLE
10/11/2021 07:26:00 PM,99 - NONE,WESTWOOD
10/11/2021 07:43:45 PM,U - UNKNOWN,WEST PRICE HILL
10/11/2021 07:43:45 PM,U - UNKNOWN,WEST PRICE HILL
10/11/2021 07:43:45 PM,U - UNKNOWN,WEST PRICE HILL
10/11/2021 07:45:00 PM,11 - FIREARM (TYPE NOT STATED),WEST END
10/11/2021 07:45:00 PM,11 - FIREARM (TYPE NOT STATED),WEST END
10/11/2021 07:45:00 PM,11 - FIREARM (TYPE NOT STATED),WEST END
10/11/2021 07:45:00 PM,13 - RIFLE,WEST END
10/11/2021 07:45:00 PM,11 - FIREARM (TYPE NOT STATED),WEST END
10/11/2021 07:45:00 PM,11 - FIREARM (TYPE NOT STATED),WEST END
10/11/2021 07:45:00 PM,11 - FIREARM (TYPE NOT STATED),WEST END
10/11/2021 07:58:00 PM,12 - HANDGUN,EVANSTON
10/11/2021 08:15:00 PM,U - UNKNOWN,WESTWOOD
10/11/2021 08:15:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
10/11/2021 08:23:00 PM,99 - NONE,LINWOOD
10/11/2021 08:57:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",QUEENSGATE
10/11/2021 08:57:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",QUEENSGATE
10/11/2021 08:59:53 PM,99 - NONE,NORTHSIDE
10/11/2021 09:10:00 PM,99 - NONE,BOND HILL
10/11/2021 09:34:00 PM,99 - NONE,AVONDALE
10/11/2021 10:10:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
10/11/2021 10:58:05 PM,99 - NONE,OAKLEY
10/11/2021 11:11:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",EVANSTON
10/11/2021 11:17:37 PM,99 - NONE,OVER-THE-RHINE
10/11/2021 11:29:00 PM,12 - HANDGUN,CLIFTON
10/11/2021 11:29:00 PM,12 - HANDGUN,CLIFTON
10/11/2021 11:29:00 PM,12 - HANDGUN,CLIFTON
10/11/2021 11:46:00 PM,99 - NONE,LOWER PRICE HILL
10/12/2021 12:14:00 AM,12 - HANDGUN,AVONDALE
10/12/2021 12:48:00 AM,U - UNKNOWN,WESTWOOD
10/12/2021 01:30:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",BOND HILL
10/12/2021 01:37:00 AM,99 - NONE,AVONDALE
10/12/2021 01:37:00 AM,99 - NONE,AVONDALE
10/12/2021 02:05:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
10/12/2021 02:32:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",NORTH FAIRMOUNT
10/12/2021 02:40:00 AM,U - UNKNOWN,WESTWOOD
10/12/2021 03:12:00 AM,U - UNKNOWN,WESTWOOD
10/12/2021 03:13:25 AM,99 - NONE,N/A
10/12/2021 03:40:00 AM,99 - NONE,NORTH FAIRMOUNT
10/12/2021 03:46:00 AM,99 - NONE,COLLEGE HILL
10/12/2021 04:09:00 AM,"30 - BLUNT OBJECT (CLUB, HAMMER, ETC.)",NORTH FAIRMOUNT
10/12/2021 04:09:00 AM,U - UNKNOWN,NORTH FAIRMOUNT
10/12/2021 06:37:00 AM,U - UNKNOWN,WESTWOOD
10/12/2021 07:00:00 AM,U - UNKNOWN,N/A
10/12/2021 07:00:00 AM,U - UNKNOWN,N/A
10/12/2021 07:28:00 AM,99 - NONE,CUF
10/12/2021 07:56:00 AM,99 - NONE,CORRYVILLE
10/12/2021 08:04:00 AM,99 - NONE,WESTWOOD
10/12/2021 08:27:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",SPRING GROVE VILLAGE
10/12/2021 08:45:00 AM,U - UNKNOWN,CAMP WASHINGTON
10/12/2021 08:45:00 AM,U - UNKNOWN,CAMP WASHINGTON
10/12/2021 09:01:00 AM,99 - NONE,BOND HILL
10/12/2021 09:10:00 AM,99 - NONE,PLEASANT RIDGE
10/12/2021 09:30:00 AM,12 - HANDGUN,WALNUT HILLS
10/12/2021 09:30:00 AM,12 - HANDGUN,WALNUT HILLS
